_id,ipCount,openIdCount
b2de3c5110c011ec8216b07b25146e9e,11,1
79b78c0d10bf11ec8216b07b25146e9e,11,1
748b591710bd11ec8216b07b25146e9e,11,1
9b5f76b610ab11ec8871b07b25146e9e,11,1
14dbbff710aa11ec8871b07b25146e9e,11,1
768da17c10ab11ec8871b07b25146e9e,11,1
cb30013610a911ec8871b07b25146e9e,11,1
931eb57e10ac11ec8871b07b25146e9e,11,1
b3ea457210c111ec8216b07b25146e9e,11,2
4d75a5ea335611efbde5fa164011f743,11,1
2efd21ad10ab11ec8871b07b25146e9e,11,3
bb7b30f710c411ec8216b07b25146e9e,10,1
3276f8c010c411ec8216b07b25146e9e,10,1
2d5aa68f10ac11ec8871b07b25146e9e,10,1
912d005810a911ec8871b07b25146e9e,10,2
8795aabc10a811ec8871b07b25146e9e,10,2
813d480510ab11ec8871b07b25146e9e,10,1
d3db1efb6dca11ecb369fa164011f743,10,1
606a49c010ab11ec8871b07b25146e9e,10,1
52711bf810ab11ec8871b07b25146e9e,10,1
4430ca0710c111ec8216b07b25146e9e,10,2
3ece7e5710ab11ec8871b07b25146e9e,10,1
d0d1894710a711ec8871b07b25146e9e,10,1
375ce70410ac11ec8871b07b25146e9e,10,2
2481232710ab11ec8871b07b25146e9e,10,1
82a2db3f10bf11ec8216b07b25146e9e,10,1
d70d66a610c111ec8216b07b25146e9e,10,1
6d0a23a610ac11ec8871b07b25146e9e,10,1
067f0d8b10c611ec8216b07b25146e9e,10,1
5d713bcd10c611ec8216b07b25146e9e,10,1
40c80c1510aa11ec8871b07b25146e9e,10,1
9352e74da40811ec93eafa164011f743,10,4
46dcda5c10c811ec8216b07b25146e9e,10,1
c75995ae10ab11ec8871b07b25146e9e,10,1
bb4e750e10c211ec8216b07b25146e9e,10,1
ce9762ed10a711ec8871b07b25146e9e,10,1
4f1fa4ca10ab11ec8871b07b25146e9e,10,1
9c6c350f10ac11ec8871b07b25146e9e,10,1
a9f9bd3010cb11ec8216b07b25146e9e,10,1
032ccf8410ac11ec8871b07b25146e9e,10,1
62a9d48e10c011ec8216b07b25146e9e,10,1
a94c50a4704711ecb369fa164011f743,10,1
cdb6eb5d10a811ec8871b07b25146e9e,10,1
8114be136e8f11ecb369fa164011f743,10,1
c3da193310c411ec8216b07b25146e9e,9,1
61b27b7f703111ecb369fa164011f743,9,3
65bbed4510bf11ec8216b07b25146e9e,9,2
5302c1bb10a811ec8871b07b25146e9e,9,1
bb47779110a811ec8871b07b25146e9e,9,1
776da7808cf011edb6a3fa164011f743,9,1
9951743810a911ec8871b07b25146e9e,9,1
0b372a0067bc11ecb369fa164011f743,9,1
17e0975810a811ec8871b07b25146e9e,9,1
8070a29410cb11ec8216b07b25146e9e,9,1
d141324e10c711ec8216b07b25146e9e,9,1
17052c8310a911ec8871b07b25146e9e,9,1
7b3dbcd210ac11ec8871b07b25146e9e,9,1
053c69e810a811ec8871b07b25146e9e,9,1
9dc8034c10a911ec8871b07b25146e9e,9,2
7445eba410cb11ec8216b07b25146e9e,9,1
6a655d6610ca11ec8216b07b25146e9e,9,1
acd0ad0a10ab11ec8871b07b25146e9e,9,1
ebdd630f10a811ec8871b07b25146e9e,9,1
b16bdbcb10ab11ec8871b07b25146e9e,9,1
2a13685710a911ec8871b07b25146e9e,9,1
ecb0fa7110be11ec8216b07b25146e9e,9,1
86f2f83c10a911ec8871b07b25146e9e,9,1
bf6ddb2b10a811ec8871b07b25146e9e,9,1
7a8e70de10ac11ec8871b07b25146e9e,9,1
c83137c010c611ec8216b07b25146e9e,9,1
4715b0bb10ab11ec8871b07b25146e9e,9,1
a6097e50a51411edb6a3fa164011f743,9,1
36f4ecbf10a811ec8871b07b25146e9e,9,1
4fefcf6310c011ec8216b07b25146e9e,9,2
0a7a6b6610a911ec8871b07b25146e9e,9,1
1715f92eb0fc11ed82a1fa164011f743,9,1
588ea26610c011ec8216b07b25146e9e,9,1
ac95d2886dfd11ecb369fa164011f743,9,1
2bf057f510a811ec8871b07b25146e9e,9,1
4231f02810a811ec8871b07b25146e9e,8,1
8140805610a811ec8871b07b25146e9e,8,2
36ca924510a811ec8871b07b25146e9e,8,1
29bd3a0710a811ec8871b07b25146e9e,8,3
f08aa9a310a711ec8871b07b25146e9e,8,1
00cabf0710c911ec8216b07b25146e9e,8,3
cec8872310a711ec8871b07b25146e9e,8,1
5ac73add10c811ec8216b07b25146e9e,8,1
f1d45fda10a911ec8871b07b25146e9e,8,1
294d2ccd10ac11ec8871b07b25146e9e,8,1
dbcd36db6e0411ecb369fa164011f743,8,1
e9d569d610a711ec8871b07b25146e9e,8,1
1edd186d10aa11ec8871b07b25146e9e,8,1
78984ddb10ac11ec8871b07b25146e9e,8,1
7f337f4810cb11ec8216b07b25146e9e,8,1
c33773d310ab11ec8871b07b25146e9e,8,1
891a675a10a911ec8871b07b25146e9e,8,1
61091b7d10ab11ec8871b07b25146e9e,8,1
d5b7c20b10c411ec8216b07b25146e9e,8,1
42a83dd610c211ec8216b07b25146e9e,8,1
de3b6a5410c111ec8216b07b25146e9e,8,1
c0bf14ff812c11edb6a3fa164011f743,8,1
4e41836710c111ec8216b07b25146e9e,8,1
265ba54510ac11ec8871b07b25146e9e,8,1
5ebbfd7910ab11ec8871b07b25146e9e,8,2
0100608a10a811ec8871b07b25146e9e,8,1
b598602c10a911ec8871b07b25146e9e,8,1
abf818a610ab11ec8871b07b25146e9e,8,1
92c072f2ad1011ed82a1fa164011f743,8,3
d0cf5f1e10a711ec8871b07b25146e9e,8,2
5063295110ab11ec8871b07b25146e9e,8,1
e33edcc310a711ec8871b07b25146e9e,8,1
5b2db67f10c111ec8216b07b25146e9e,8,1
172f2ab4a68411edb6a3fa164011f743,8,1
77cca68610ac11ec8871b07b25146e9e,8,1
2aa8ef3b10a911ec8871b07b25146e9e,8,1
5702677c2fd711edbf26fa164011f743,8,1
dee7f2b6737b11ecb369fa164011f743,8,1
40b448fb10ab11ec8871b07b25146e9e,8,2
cf48fc0c6d7b11ecb369fa164011f743,8,1
6b8a01ee10ac11ec8871b07b25146e9e,8,1
cf335a4610a811ec8871b07b25146e9e,8,1
e4ac19c3705f11ecb369fa164011f743,8,1
d4b0b26310aa11ec8871b07b25146e9e,8,1
4101c3f010ab11ec8871b07b25146e9e,8,1
1244f0d0219511ec9890fa164011f743,8,1
e4eccb21251211ecb7eafa164011f743,8,1
ecfd26b43a6b11efbde5fa164011f743,8,1
a86ef5641f1911efbde5fa164011f743,8,2
63c592e310ab11ec8871b07b25146e9e,8,1
65bf0d4910a811ec8871b07b25146e9e,8,1
b4c85b4110ab11ec8871b07b25146e9e,8,1
428af79d10a911ec8871b07b25146e9e,8,1
17f84dd110bf11ec8216b07b25146e9e,8,1
fe10bda210be11ec8216b07b25146e9e,8,1
de4ca92e9fd911eebde5fa164011f743,8,2
7d9875b410ab11ec8871b07b25146e9e,8,1
f945342d10a711ec8871b07b25146e9e,8,1
8f93534f10aa11ec8871b07b25146e9e,8,1
6cd81f6810a911ec8871b07b25146e9e,8,1
ffd11ffb136e11eca228fa164011f743,8,3
5b024f5210c711ec8216b07b25146e9e,8,1
d868ed7410a711ec8871b07b25146e9e,8,2
b231892c10ab11ec8871b07b25146e9e,8,2
3ca35ca610a911ec8871b07b25146e9e,8,1
908c9d7b10ab11ec8871b07b25146e9e,8,2
1c568ba0136e11eca228fa164011f743,8,1
5c6b828410cb11ec8216b07b25146e9e,8,3
54504a6110c011ec8216b07b25146e9e,8,1
f2af60ff10a911ec8871b07b25146e9e,8,1
7e6a0c1e10a811ec8871b07b25146e9e,8,2
55ccc73710ab11ec8871b07b25146e9e,8,1
92b0585a6dc511ecb369fa164011f743,8,1
69ee651510ab11ec8871b07b25146e9e,7,1
affdcbad10a811ec8871b07b25146e9e,7,1
11e9db5e6de111ecb369fa164011f743,7,1
24bc515f67a911ed87c1fa164011f743,7,1
867c594a10a911ec8871b07b25146e9e,7,1
59ea08ea136a11eca228fa164011f743,7,1
d042ea4a10c111ec8216b07b25146e9e,7,1
955b3242152911eca228fa164011f743,7,1
dd482e9210c711ec8216b07b25146e9e,7,1
2c3718e210a811ec8871b07b25146e9e,7,1
4dcc9d5a10a811ec8871b07b25146e9e,7,1
2648acaa10a811ec8871b07b25146e9e,7,1
743c087910ac11ec8871b07b25146e9e,7,2
15c2f10010a911ec8871b07b25146e9e,7,1
ca24dde510aa11ec8871b07b25146e9e,7,1
4eee674c10a911ec8871b07b25146e9e,7,1
29e46ec710ac11ec8871b07b25146e9e,7,1
166b3a2c10ab11ec8871b07b25146e9e,7,1
38aa610d10a811ec8871b07b25146e9e,7,2
4e6081d110a911ec8871b07b25146e9e,7,1
0f9c162410a811ec8871b07b25146e9e,7,1
09baafd210a911ec8871b07b25146e9e,7,1
d690722c10a711ec8871b07b25146e9e,7,1
31a1cb8110c211ec8216b07b25146e9e,7,2
f41ae87910bf11ec8216b07b25146e9e,7,1
3a92e06c10a811ec8871b07b25146e9e,7,2
5913b5f010a911ec8871b07b25146e9e,7,1
15389a1310a911ec8871b07b25146e9e,7,2
d0e7844f10be11ec8216b07b25146e9e,7,1
10ac0b3e10c911ec8216b07b25146e9e,7,1
9938c27f6dea11ecb369fa164011f743,7,1
31d9432410ab11ec8871b07b25146e9e,7,1
1e7e11df10a811ec8871b07b25146e9e,7,1
f2cb22e910ab11ec8871b07b25146e9e,7,1
4c6c11e36dc611ecb369fa164011f743,7,1
9131cac4129e11eca228fa164011f743,7,10
219d709310ac11ec8871b07b25146e9e,7,1
d9ffe76910a711ec8871b07b25146e9e,7,1
c549011e10c211ec8216b07b25146e9e,7,4
b1be3650164c11efbde5fa164011f743,7,1
e6b474a610c711ec8216b07b25146e9e,7,1
eb19ee2b10a711ec8871b07b25146e9e,7,1
200008bb10ab11ec8871b07b25146e9e,7,2
d44a853810a811ec8871b07b25146e9e,7,1
7da1aec410aa11ec8871b07b25146e9e,7,1
0ab9104310a811ec8871b07b25146e9e,7,1
54b5de142d3a11efbde5fa164011f743,7,3
e468f35110a711ec8871b07b25146e9e,7,1
1aa7bea010ab11ec8871b07b25146e9e,7,2
93b8717410cb11ec8216b07b25146e9e,7,1
58db9d6910a911ec8871b07b25146e9e,7,1
6e32ea2c10cb11ec8216b07b25146e9e,7,1
4bce56e310a811ec8871b07b25146e9e,7,1
dcd37732696011ecb369fa164011f743,7,1
f6dd22fe10c111ec8216b07b25146e9e,7,1
b030077710a911ec8871b07b25146e9e,7,1
28dfb93e10ab11ec8871b07b25146e9e,7,3
2e62a4f210a911ec8871b07b25146e9e,7,2
762a60d810ac11ec8871b07b25146e9e,7,1
6b4c01bf10ca11ec8216b07b25146e9e,7,1
daae944610c711ec8216b07b25146e9e,7,1
fa29cb0410a711ec8871b07b25146e9e,7,1
dd2071f510aa11ec8871b07b25146e9e,7,2
d940cff510aa11ec8871b07b25146e9e,7,4
29a104e474f811ecb369fa164011f743,7,1
5daa131c10ab11ec8871b07b25146e9e,7,3
18306bf510bf11ec8216b07b25146e9e,7,1
dc91876d10a811ec8871b07b25146e9e,7,2
4b9d9e5c10ab11ec8871b07b25146e9e,7,1
5b3b747b10a811ec8871b07b25146e9e,7,1
ffab153b66ad11ecb369fa164011f743,7,1
d555733510a711ec8871b07b25146e9e,7,1
fef55a5e6dbe11ecb369fa164011f743,7,1
ea6147b510a911ec8871b07b25146e9e,7,1
946856676d2611ecb369fa164011f743,7,1
88d8dcdf10be11ec8216b07b25146e9e,7,3
47e0d93a10ac11ec8871b07b25146e9e,7,1
2cee654d10a811ec8871b07b25146e9e,7,1
0c6d7fbd10bf11ec8216b07b25146e9e,7,1
ab46c96c6f9311ecb369fa164011f743,7,2
3b3fff3610ab11ec8871b07b25146e9e,7,1
e3b52fa010a711ec8871b07b25146e9e,7,2
6038ad8710a911ec8871b07b25146e9e,7,1
8bbdf55f10a911ec8871b07b25146e9e,7,4
51bea02810a811ec8871b07b25146e9e,7,1
ada890ff10a911ec8871b07b25146e9e,7,1
9b6ef1e279ad11ecb369fa164011f743,7,1
1181b21410c211ec8216b07b25146e9e,7,1
819314c068ab11ecb369fa164011f743,7,2
3a6de14810a811ec8871b07b25146e9e,7,1
4b51d4e610aa11ec8871b07b25146e9e,7,1
0bfbd95e10aa11ec8871b07b25146e9e,7,1
37822b4ca9ae11eca4f5fa164011f743,7,3
46ced4a610ac11ec8871b07b25146e9e,7,1
fcbdd99d10a711ec8871b07b25146e9e,7,1
8111ed336fa211ecb369fa164011f743,7,1
1f9f0eea10ac11ec8871b07b25146e9e,7,1
5ebb33f510a911ec8871b07b25146e9e,7,1
2d84218210a811ec8871b07b25146e9e,7,1
6d8f1546490511eda93afa164011f743,7,1
142ad28810ab11ec8871b07b25146e9e,7,1
012fad7f10ac11ec8871b07b25146e9e,7,2
cc16db3410aa11ec8871b07b25146e9e,7,2
7a461ac810a811ec8871b07b25146e9e,7,1
ff5b9d6910c111ec8216b07b25146e9e,7,1
6178fe0f10a911ec8871b07b25146e9e,7,1
b139277710c611ec8216b07b25146e9e,7,1
5f186f8310ab11ec8871b07b25146e9e,6,2
5e8fd43ea76f11edb6a3fa164011f743,6,1
d56758a610aa11ec8871b07b25146e9e,6,2
d0b8c12310aa11ec8871b07b25146e9e,6,2
e47ab1bf10a911ec8871b07b25146e9e,6,1
9dbce42f10ac11ec8871b07b25146e9e,6,1
ebc83e3510c411ec8216b07b25146e9e,6,1
fdb581b110c711ec8216b07b25146e9e,6,3
62c04e6310ab11ec8871b07b25146e9e,6,2
2ead51cc10ab11ec8871b07b25146e9e,6,2
62df676c10c511ec8216b07b25146e9e,6,1
5f158f7510ac11ec8871b07b25146e9e,6,1
0d5c6e0310aa11ec8871b07b25146e9e,6,1
141c0c3910a811ec8871b07b25146e9e,6,1
66fe488510a911ec8871b07b25146e9e,6,2
91831d45703a11ecb369fa164011f743,6,2
20cb7ea110c211ec8216b07b25146e9e,6,1
eadcdfd060b811ed87c1fa164011f743,6,1
e9e8eeb310aa11ec8871b07b25146e9e,6,2
8b592ef010ab11ec8871b07b25146e9e,6,3
ca4e5eba10a911ec8871b07b25146e9e,6,1
4e24865710a911ec8871b07b25146e9e,6,1
d7af036210c811ec8216b07b25146e9e,6,2
4c80ba5810bf11ec8216b07b25146e9e,6,1
2fca866cb28c11ed82a1fa164011f743,6,1
1e65aac710a811ec8871b07b25146e9e,6,1
36ffed0210ab11ec8871b07b25146e9e,6,3
091a87e770ed11ecb369fa164011f743,6,1
4eed7f6310c011ec8216b07b25146e9e,6,2
a781de0e9a5a11eebde5fa164011f743,6,2
bff5234a10c311ec8216b07b25146e9e,6,1
75ec146a10bf11ec8216b07b25146e9e,6,1
d5d8658910aa11ec8871b07b25146e9e,6,1
edc48a1110ab11ec8871b07b25146e9e,6,1
146a647410ab11ec8871b07b25146e9e,6,1
bedfec4410ab11ec8871b07b25146e9e,6,1
94b1ca6610a911ec8871b07b25146e9e,6,1
9f46993d10ac11ec8871b07b25146e9e,6,1
19f49e9d10ab11ec8871b07b25146e9e,6,1
fdd9262e10aa11ec8871b07b25146e9e,6,1
45014419181e11eca228fa164011f743,6,3
1bc0faab179a11eca228fa164011f743,6,1
145d4bd810a811ec8871b07b25146e9e,6,1
fe9d303a152411eca228fa164011f743,6,2
b2891e7c10a911ec8871b07b25146e9e,6,1
92b1240610a911ec8871b07b25146e9e,6,2
1ff9f6e810ab11ec8871b07b25146e9e,6,1
0b275ef310a911ec8871b07b25146e9e,6,1
75a2507210bf11ec8216b07b25146e9e,6,1
fb4e9b111b8d11eca228fa164011f743,6,1
4649389a10ac11ec8871b07b25146e9e,6,1
eb0a6e07145811eca228fa164011f743,6,1
95adca3810a911ec8871b07b25146e9e,6,1
3716c7f96dca11ecb369fa164011f743,6,1
e5d188d96edf11ecb369fa164011f743,6,1
f101fcda10aa11ec8871b07b25146e9e,6,1
91103b3410a911ec8871b07b25146e9e,6,1
5b1f8c6110ab11ec8871b07b25146e9e,6,1
9372f78510a911ec8871b07b25146e9e,6,1
2411ed74649211ecb369fa164011f743,6,1
ed0765b210aa11ec8871b07b25146e9e,6,1
a4d162ee10c911ec8216b07b25146e9e,6,2
da0fd45510a811ec8871b07b25146e9e,6,1
bea08ad410a811ec8871b07b25146e9e,6,1
2d4dfe0f10ab11ec8871b07b25146e9e,6,1
0169558810a911ec8871b07b25146e9e,6,1
4ef3d2d713a711eca228fa164011f743,6,1
1c52502c10ab11ec8871b07b25146e9e,6,1
cf7df16910c811ec8216b07b25146e9e,6,1
41ba791a10a911ec8871b07b25146e9e,6,1
faa7f64210a911ec8871b07b25146e9e,6,1
f83cddc110aa11ec8871b07b25146e9e,6,1
2670dbae10a911ec8871b07b25146e9e,6,2
f43b769b10c411ec8216b07b25146e9e,6,1
bc73738c10a811ec8871b07b25146e9e,6,1
156bca6d10a811ec8871b07b25146e9e,6,2
82ba288410ab11ec8871b07b25146e9e,6,1
c2d2c2f410a811ec8871b07b25146e9e,6,1
fd0fc56710a711ec8871b07b25146e9e,6,1
26e3715a10ab11ec8871b07b25146e9e,6,2
b261b5e0836911eebde5fa164011f743,6,1
92d06cb610c811ec8216b07b25146e9e,6,1
40be1f4e10aa11ec8871b07b25146e9e,6,1
5366e9ba10a811ec8871b07b25146e9e,6,1
c8fd236c6dc911ecb369fa164011f743,6,1
7d7df83910a811ec8871b07b25146e9e,6,1
467f0788744911ecb369fa164011f743,6,1
7896ad3610ac11ec8871b07b25146e9e,6,1
8eb3bfde10ab11ec8871b07b25146e9e,6,1
2bb95c5310a911ec8871b07b25146e9e,6,1
b27d4d0c648d11ecb369fa164011f743,6,1
f3f35a9310a711ec8871b07b25146e9e,6,1
57fc6f0f6f6311ecb369fa164011f743,6,1
73af131610cb11ec8216b07b25146e9e,6,2
16bac23c10a911ec8871b07b25146e9e,6,1
5ccd019310a911ec8871b07b25146e9e,6,2
233df66010ab11ec8871b07b25146e9e,6,1
0ccc861210a911ec8871b07b25146e9e,6,1
1ae64dbb135711eca228fa164011f743,6,2
ba10a89b10c011ec8216b07b25146e9e,6,2
e42b9c2c10a711ec8871b07b25146e9e,6,1
13b7ba5210ab11ec8871b07b25146e9e,6,1
376c2ee510c111ec8216b07b25146e9e,6,1
a6e90bc4307f11ecb7eafa164011f743,6,1
ab4702d1131a11eca228fa164011f743,6,1
832fe4a710a811ec8871b07b25146e9e,6,1
8d6be68210a911ec8871b07b25146e9e,6,1
147a2ee610be11ec8216b07b25146e9e,6,1
26f61db410ab11ec8871b07b25146e9e,6,1
3df0e23210a911ec8871b07b25146e9e,6,1
f05e802f10c111ec8216b07b25146e9e,6,1
0da9f93f17a911eca228fa164011f743,6,2
3422a1f510a811ec8871b07b25146e9e,6,1
e3dc32c571b611ecb369fa164011f743,6,1
f6252e6c10c311ec8216b07b25146e9e,6,1
5f8b80e910a911ec8871b07b25146e9e,6,1
5848058410a911ec8871b07b25146e9e,6,1
901cb8cb10cb11ec8216b07b25146e9e,6,1
420d00ac10c311ec8216b07b25146e9e,6,1
62b09cb510ab11ec8871b07b25146e9e,6,1
67f3254710a911ec8871b07b25146e9e,6,1
93f4bf3010ab11ec8871b07b25146e9e,6,1
e11623b710c911ec8216b07b25146e9e,6,1
1d195cbd6ea911ecb369fa164011f743,6,1
4b712bb910a911ec8871b07b25146e9e,6,1
92dd1a3910ac11ec8871b07b25146e9e,6,1
37f95a7f10ab11ec8871b07b25146e9e,6,1
cd740502a10b11edb6a3fa164011f743,6,1
84499f3910c011ec8216b07b25146e9e,6,1
ffca14cd10a711ec8871b07b25146e9e,6,1
3079fa6410ac11ec8871b07b25146e9e,6,1
676bd6ab10a911ec8871b07b25146e9e,6,1
447b2ac910c111ec8216b07b25146e9e,6,1
790f8ecc10ab11ec8871b07b25146e9e,6,1
68735ad810a811ec8871b07b25146e9e,6,1
fb9688de10aa11ec8871b07b25146e9e,6,1
c714d2676df811ecb369fa164011f743,6,1
7c6ac95e10aa11ec8871b07b25146e9e,6,1
b983722110a811ec8871b07b25146e9e,6,1
659f8fa210a811ec8871b07b25146e9e,6,1
66e944e010ab11ec8871b07b25146e9e,6,1
82e7265610cb11ec8216b07b25146e9e,6,1
fc86570810a711ec8871b07b25146e9e,6,1
23ec3e7f10a911ec8871b07b25146e9e,6,1
cf36cb3e10a711ec8871b07b25146e9e,6,1
2b9d518e10a911ec8871b07b25146e9e,6,2
5ab8f3d610a811ec8871b07b25146e9e,6,1
a400a12c4345471498ac0a5794e34de2,6,1
86ce809110a911ec8871b07b25146e9e,6,2
aefea96b10c811ec8216b07b25146e9e,6,1
c0c4b37a10ca11ec8216b07b25146e9e,6,1
4c754a6410ac11ec8871b07b25146e9e,6,1
d13d7e6010a911ec8871b07b25146e9e,6,1
5fa733bf10a911ec8871b07b25146e9e,6,1
a09bfed210a811ec8871b07b25146e9e,6,2
29bac93810a911ec8871b07b25146e9e,6,1
9df49bd910a911ec8871b07b25146e9e,6,1
47a2ad6610aa11ec8871b07b25146e9e,6,1
eb8605ee10c811ec8216b07b25146e9e,6,1
995f519e10a811ec8871b07b25146e9e,6,1
721e72a510a911ec8871b07b25146e9e,6,1
d3a932c810ab11ec8871b07b25146e9e,6,1
06f4c13c10a811ec8871b07b25146e9e,6,1
2844fe5b10aa11ec8871b07b25146e9e,6,1
39b6b23310a811ec8871b07b25146e9e,6,1
775446c0a7b511edb6a3fa164011f743,6,1
87370dbb10ab11ec8871b07b25146e9e,6,1
1fb5740910a811ec8871b07b25146e9e,6,1
7be7dcf810a811ec8871b07b25146e9e,6,2
7afa1c3c6dca11ecb369fa164011f743,6,1
c91bb9a510a911ec8871b07b25146e9e,6,1
f3822dd310aa11ec8871b07b25146e9e,6,1
64759c0710a911ec8871b07b25146e9e,6,1
9e78a95d10a811ec8871b07b25146e9e,6,1
9b05089310ac11ec8871b07b25146e9e,6,1
66e269ef10a911ec8871b07b25146e9e,6,4
672ababf10a911ec8871b07b25146e9e,6,1
09c3a2c710a911ec8871b07b25146e9e,6,4
1635997169e611ecb369fa164011f743,6,1
5506ade4776711ecb369fa164011f743,6,1
a826f0a110ab11ec8871b07b25146e9e,6,2
55a5a58110a911ec8871b07b25146e9e,6,1
270b997510a911ec8871b07b25146e9e,6,1
8adb76fb10ab11ec8871b07b25146e9e,6,1
0297d94210ac11ec8871b07b25146e9e,6,1
068b581410ac11ec8871b07b25146e9e,6,1
6fed207d10cb11ec8216b07b25146e9e,6,1
df78c73910a711ec8871b07b25146e9e,6,1
289c8a9510ac11ec8871b07b25146e9e,6,1
a2e74f4210a911ec8871b07b25146e9e,6,1
6363028110a911ec8871b07b25146e9e,6,1
94806e4a71f211ecb369fa164011f743,6,1
897d0fa210ac11ec8871b07b25146e9e,6,1
30ed080710a811ec8871b07b25146e9e,6,2
15278ee110ac11ec8871b07b25146e9e,6,1
b87f9c5410ab11ec8871b07b25146e9e,6,1
eaa6832010aa11ec8871b07b25146e9e,6,2
6a273d0410a911ec8871b07b25146e9e,6,1
8d73fb5310ac11ec8871b07b25146e9e,5,2
26f8be9810ac11ec8871b07b25146e9e,5,1
2be22de910c411ec8216b07b25146e9e,5,1
6bbd094ea01f11ec93eafa164011f743,5,1
f17de24210ab11ec8871b07b25146e9e,5,1
74ad0d2010ac11ec8871b07b25146e9e,5,1
0cde151910ab11ec8871b07b25146e9e,5,3
20a125dc10ab11ec8871b07b25146e9e,5,2
3fb7607910c811ec8216b07b25146e9e,5,2
a056339a10cb11ec8216b07b25146e9e,5,1
cb37fa193b2011ecb369fa164011f743,5,1
630ceb7710cb11ec8216b07b25146e9e,5,1
8c82c30310a911ec8871b07b25146e9e,5,1
5ad55ff910a911ec8871b07b25146e9e,5,1
40417ad710a911ec8871b07b25146e9e,5,1
524f02b810ca11ec8216b07b25146e9e,5,1
c301cb9c10c911ec8216b07b25146e9e,5,1
f7f3c23610a911ec8871b07b25146e9e,5,1
e86feb0110a711ec8871b07b25146e9e,5,1
a67fbba810a911ec8871b07b25146e9e,5,2
8abb793f10a911ec8871b07b25146e9e,5,1
5d18498b10c311ec8216b07b25146e9e,5,1
3f00865010a811ec8871b07b25146e9e,5,1
5bec667410be11ec8216b07b25146e9e,5,2
59374e1610c611ec8216b07b25146e9e,5,1
a6de5f3e14fa11eca228fa164011f743,5,1
b6e0ec2210a911ec8871b07b25146e9e,5,1
10a119d06ebf11ecb369fa164011f743,5,1
faed2d2410aa11ec8871b07b25146e9e,5,1
ba5da41710c011ec8216b07b25146e9e,5,1
23ebfb1b10ac11ec8871b07b25146e9e,5,1
4ac8686b10a911ec8871b07b25146e9e,5,1
6a95ea8b137711eca228fa164011f743,5,2
856fbac210ab11ec8871b07b25146e9e,5,2
05e9a7a610c111ec8216b07b25146e9e,5,1
66c1284210a811ec8871b07b25146e9e,5,1
911b90d910cb11ec8216b07b25146e9e,5,1
51a1462710a811ec8871b07b25146e9e,5,1
8cf088d810ab11ec8871b07b25146e9e,5,1
4fbe763510c611ec8216b07b25146e9e,5,1
0031f86d10ab11ec8871b07b25146e9e,5,1
1b50ca8d10ac11ec8871b07b25146e9e,5,1
6164e7e710cb11ec8216b07b25146e9e,5,1
2ab2436f10a811ec8871b07b25146e9e,5,1
adc36be010c911ec8216b07b25146e9e,5,2
2287c30510ab11ec8871b07b25146e9e,5,2
7914fb6610ab11ec8871b07b25146e9e,5,1
54cf810610ab11ec8871b07b25146e9e,5,1
