_id,totalDuration,openIdCount
911cd34f10a911ec8871b07b25146e9e,5426731.0,1
010385a510a811ec8871b07b25146e9e,1944271.0,1
a2e71c603b2411eeb806fa164011f743,7424480.0,1
0e9589d4b40b11eebde5fa164011f743,1821062.0,1
12320d4810a811ec8871b07b25146e9e,4994822.0,1
cd30c9ff10c411ec8216b07b25146e9e,2473369.0,1
9278d2e110c311ec8216b07b25146e9e,18817980.0,1
c6abc41e10a811ec8871b07b25146e9e,2434463.0,1
cc1f96a310a911ec8871b07b25146e9e,20526361.0,1
9504385d10a911ec8871b07b25146e9e,18015397.0,1
5f02cc6e10c611ec8216b07b25146e9e,1989214.0,1
7f2d099d10a911ec8871b07b25146e9e,20957974.0,1
07f1b41f10c211ec8216b07b25146e9e,12962621.0,1
e7cea4b510a711ec8871b07b25146e9e,4798952.0,1
4c4f827a10a911ec8871b07b25146e9e,5139177.0,1
f42de9e410aa11ec8871b07b25146e9e,1308956.0,1
7f657e9c10ab11ec8871b07b25146e9e,15800136.0,1
fca7fcee10c211ec8216b07b25146e9e,6139481.0,1
ccfce44510ab11ec8871b07b25146e9e,4945671.0,1
b7c3fea410a811ec8871b07b25146e9e,31785107.0,1
8df9905210a811ec8871b07b25146e9e,12304039.0,1
ce41887a10a811ec8871b07b25146e9e,6453660.0,1
18ac691c10a911ec8871b07b25146e9e,21184909.0,1
c52883ef10ab11ec8871b07b25146e9e,5545174.0,1
3c1cf58c10ab11ec8871b07b25146e9e,7848054.0,1
63fd5b4f6a2411ecb369fa164011f743,7161624.0,1
a09b87e810ac11ec8871b07b25146e9e,8770879.0,1
8217e5a710ac11ec8871b07b25146e9e,10407350.0,1
ed0dffd210ab11ec8871b07b25146e9e,38000186.0,1
f9b6f7d010a711ec8871b07b25146e9e,17583014.0,1
01448f6f10a911ec8871b07b25146e9e,9520296.0,1
3a0dcbaf10cb11ec8216b07b25146e9e,15343726.0,1
2153579510ab11ec8871b07b25146e9e,16464887.0,1
a1570ae010a811ec8871b07b25146e9e,1751779.0,1
6f518eb610cb11ec8216b07b25146e9e,7782692.0,1
6927921810ac11ec8871b07b25146e9e,18129363.0,1
520fb93610a911ec8871b07b25146e9e,17700668.0,1
6bf52c8d10cb11ec8216b07b25146e9e,25960031.0,1
853a125310a911ec8871b07b25146e9e,3222226.0,1
857e03e110a811ec8871b07b25146e9e,20778358.0,1
02bfbb1110aa11ec8871b07b25146e9e,19313772.0,1
fee3ebd610c711ec8216b07b25146e9e,13803313.0,1
821bb34d10a911ec8871b07b25146e9e,18175596.0,1
ffeb99c8ebd011edab80fa164011f743,26597189.0,1
8556c90b10a811ec8871b07b25146e9e,14949346.0,1
c7a014bb10a811ec8871b07b25146e9e,9254764.0,1
2eaa8d9510aa11ec8871b07b25146e9e,16251718.0,1
5123bd0d775311ecb369fa164011f743,18248551.0,1
597893b610ab11ec8871b07b25146e9e,31278872.0,1
24496aad10a811ec8871b07b25146e9e,22452846.0,1
7a9c3dd510c011ec8216b07b25146e9e,7221872.0,1
d215c59f10c711ec8216b07b25146e9e,9858017.0,1
56d7f03510ab11ec8871b07b25146e9e,36501373.0,1
0b317f3510ac11ec8871b07b25146e9e,12121702.0,2
95ff2f5610a811ec8871b07b25146e9e,88676995.0,1
e38b0fc610a711ec8871b07b25146e9e,3035391.0,1
8e9f2da410ac11ec8871b07b25146e9e,463364.0,1
0066891710c511ec8216b07b25146e9e,83141357.0,1
e8cddb1910aa11ec8871b07b25146e9e,38270169.0,1
4268a41010c111ec8216b07b25146e9e,21486043.0,1
2dac8e0510ab11ec8871b07b25146e9e,42526921.0,1
e599877110a811ec8871b07b25146e9e,16109666.0,1
93e5383210a911ec8871b07b25146e9e,86584204.0,1
071f0fb810aa11ec8871b07b25146e9e,22226839.0,1
d12eaba14d8c11ecb369fa164011f743,2247269.0,1
19ab080210a911ec8871b07b25146e9e,21043224.0,1
5bebfd9810c711ec8216b07b25146e9e,33256071.0,1
ebfbe3db10a911ec8871b07b25146e9e,18504164.0,1
94e2b45210a911ec8871b07b25146e9e,13534835.0,1
7caf60b910bf11ec8216b07b25146e9e,26974576.0,1
fb53af4710a811ec8871b07b25146e9e,33190787.0,1
8d62686810ac11ec8871b07b25146e9e,16589852.0,0
565dbad210c111ec8216b07b25146e9e,5793364.0,0
97f00e5a10a911ec8871b07b25146e9e,13024327.0,1
dda620f510a711ec8871b07b25146e9e,36995321.0,1
f0bbc44610a811ec8871b07b25146e9e,23217202.0,2
d1d975a2138711eca228fa164011f743,34273756.0,1
ed0ae92110c711ec8216b07b25146e9e,4910201.0,1
5a7cbed76ee311ecb369fa164011f743,25295864.0,1
0a538b0410a911ec8871b07b25146e9e,9300099.0,1
28ab134910a911ec8871b07b25146e9e,25998882.0,1
2fe5736610a811ec8871b07b25146e9e,25113826.0,1
f63d4f1710aa11ec8871b07b25146e9e,26373648.0,1
8715596710a911ec8871b07b25146e9e,13702065.0,1
b1429e0f10a811ec8871b07b25146e9e,25114853.0,1
09ceb51c10aa11ec8871b07b25146e9e,23820326.0,1
13fd712f79de11ecb17dfa164011f743,43790895.0,1
388ac29310a811ec8871b07b25146e9e,17781554.0,1
30547a9d712211ecb369fa164011f743,69235144.0,1
29f6458b10ab11ec8871b07b25146e9e,30041859.0,2
a6b4cc2a10ab11ec8871b07b25146e9e,19853113.0,1
ba2d800010c211ec8216b07b25146e9e,5420730.0,1
4a13f73a2e7d11edbf26fa164011f743,1202387.0,1
1b6ada8d6f8811ecb369fa164011f743,42995669.0,1
887a326910a911ec8871b07b25146e9e,14587879.0,1
ee12ea2c10ab11ec8871b07b25146e9e,1355564.0,1
d13522de10a711ec8871b07b25146e9e,8213185.0,1
e8bb015f10a711ec8871b07b25146e9e,21264273.0,1
f1736c35294c11efbde5fa164011f743,14696251.0,1
83ebb40e10c111ec8216b07b25146e9e,2893352.0,1
2cffcc3910c511ec8216b07b25146e9e,41111473.0,1
01d907d210a911ec8871b07b25146e9e,29257797.0,1
4ae34dba10ab11ec8871b07b25146e9e,4616909.0,1
fd089b0a10a811ec8871b07b25146e9e,52034689.0,1
8654f96910ca11ec8216b07b25146e9e,2586826.0,1
44dddeb010ab11ec8871b07b25146e9e,21590933.0,1
5a23d88410c511ec8216b07b25146e9e,7471074.0,1
2d662d0010aa11ec8871b07b25146e9e,17923225.0,1
1b40672345fd4aca9df4e9dcba7930c1,411714.0,1
b7f8ec76af6011ed82a1fa164011f743,6574456.0,1
49af456d10a911ec8871b07b25146e9e,14891561.0,1
88e31a4610a911ec8871b07b25146e9e,14953577.0,1
47a6bc2910a911ec8871b07b25146e9e,6734850.0,1
f10c1c4c10ca11ec8216b07b25146e9e,12218601.0,1
9102f93b10a911ec8871b07b25146e9e,28165852.0,1
f0edc83f10a711ec8871b07b25146e9e,82767087.0,1
c54411a710ab11ec8871b07b25146e9e,9630928.0,1
d706c9f267cc11ecb369fa164011f743,20578585.0,1
38defabd10c411ec8216b07b25146e9e,15437348.0,1
c2b7b66510a811ec8871b07b25146e9e,7406558.0,1
f826de0710a811ec8871b07b25146e9e,136233435.0,1
63a217c110a911ec8871b07b25146e9e,6714530.0,1
6961bce310a811ec8871b07b25146e9e,89072768.0,1
8e418f6b10a811ec8871b07b25146e9e,43223960.0,1
7e1e244410ac11ec8871b07b25146e9e,109434607.0,1
b08c8a3a10a911ec8871b07b25146e9e,16852517.0,1
385bced0153411eca228fa164011f743,2013396.0,1
824ff82110ac11ec8871b07b25146e9e,2316815.0,1
8776e3f16de411ecb369fa164011f743,3205206.0,1
1841db4910ac11ec8871b07b25146e9e,30859218.0,2
063c009b10a811ec8871b07b25146e9e,76257153.0,1
f814f97010a911ec8871b07b25146e9e,8498301.0,1
cbde106d10bd11ec8216b07b25146e9e,96047292.0,1
f020ca1b10ab11ec8871b07b25146e9e,2172641.0,1
d41973e210ab11ec8871b07b25146e9e,41709121.0,1
7c7699f8308f11ecb7eafa164011f743,30538630.0,1
d1da34f510ab11ec8871b07b25146e9e,7202104.0,2
77a4774510c011ec8216b07b25146e9e,1023783.0,1
5f186f8310ab11ec8871b07b25146e9e,105461614.0,2
718bd09c10a911ec8871b07b25146e9e,93256397.0,1
15fb508a10ab11ec8871b07b25146e9e,17563144.0,1
12024bc710ac11ec8871b07b25146e9e,161436018.0,1
547adf0771c611ecb369fa164011f743,22063408.0,1
54d3ae2810ab11ec8871b07b25146e9e,22269253.0,1
7edd02b410ab11ec8871b07b25146e9e,409271.0,1
b8d8421f10c811ec8216b07b25146e9e,37913952.0,1
a0888786a84811edb568fa164011f743,16953836.0,1
12b5285810a811ec8871b07b25146e9e,4482377.0,1
bddd5a6310a811ec8871b07b25146e9e,11522529.0,1
6b444d3610ac11ec8871b07b25146e9e,1309112.0,1
3a2aeb1910a911ec8871b07b25146e9e,68573999.0,2
417c6a3410aa11ec8871b07b25146e9e,31849588.0,1
d3a34fdb10a711ec8871b07b25146e9e,103845442.0,1
1fc2baee10ab11ec8871b07b25146e9e,1727634.0,1
d65252f010aa11ec8871b07b25146e9e,91831001.0,1
a9ba6215149f11eca228fa164011f743,4152624.0,1
0b32306b10a911ec8871b07b25146e9e,121965777.0,1
0f375a9710a811ec8871b07b25146e9e,61510168.0,1
bb3896a510a811ec8871b07b25146e9e,27886731.0,1
1e0f9a0b10a911ec8871b07b25146e9e,30051254.0,1
009d0b9b10a811ec8871b07b25146e9e,20783498.0,1
6d5c404110ac11ec8871b07b25146e9e,1317226.0,0
c2f9051410c911ec8216b07b25146e9e,59533102.0,1
939ddb9f10a911ec8871b07b25146e9e,10425422.0,1
322faf3f10aa11ec8871b07b25146e9e,28314613.0,1
6fb7399710ac11ec8871b07b25146e9e,42170365.0,1
c368f76710a911ec8871b07b25146e9e,34318750.0,1
23fb0b2d10ab11ec8871b07b25146e9e,6819842.0,1
1ba258e110ab11ec8871b07b25146e9e,13968947.0,1
e83e816610aa11ec8871b07b25146e9e,164370906.0,2
429d630f10a811ec8871b07b25146e9e,58776338.0,1
3478e3b110c811ec8216b07b25146e9e,5671890.0,1
dd028dac10c411ec8216b07b25146e9e,15373613.0,1
5fc29e7e10a911ec8871b07b25146e9e,24727919.0,1
9313041110a911ec8871b07b25146e9e,36649751.0,1
b0de0cd010ca11ec8216b07b25146e9e,16980955.0,1
d837bd7d10a711ec8871b07b25146e9e,190682601.0,1
292df62b10ac11ec8871b07b25146e9e,5335195.0,1
d208a53610a711ec8871b07b25146e9e,11990525.0,1
95de747710cb11ec8216b07b25146e9e,49076052.0,1
d7d2e746733c11ecb369fa164011f743,6160115.0,1
222e0760185d11eca228fa164011f743,40990750.0,1
6ba54118cf3f11eca4f5fa164011f743,44264190.0,1
e98cdd3510be11ec8216b07b25146e9e,7086387.0,1
ab5b2d2d6f9711ecb369fa164011f743,13829809.0,1
2bf546bd10c011ec8216b07b25146e9e,20790576.0,1
1bd97a116eb411ecb369fa164011f743,6069938.0,1
17d7c87010aa11ec8871b07b25146e9e,19601935.0,1
c226d61d689711ecb369fa164011f743,3743592.0,1
cb3dd55a10a911ec8871b07b25146e9e,8083983.0,1
f9ef6f7d10a911ec8871b07b25146e9e,43837833.0,1
e0e9eee4a8dc11eda9defa164011f743,23912125.0,1
716ef57610ac11ec8871b07b25146e9e,60068302.0,1
fea40c4710a711ec8871b07b25146e9e,97666712.0,2
