trainingPersonId,totalDuration
47e68d9810a911ec8871b07b25146e9e,100359413
ca704b5a703611ecb369fa164011f743,5005686
01193ca410ab11ec8871b07b25146e9e,206968
4aa1798710ac11ec8871b07b25146e9e,120507458
40b63be1445611ecb369fa164011f743,7183415
b68b32ff6dce11ecb369fa164011f743,49148106
fe96a9b810a711ec8871b07b25146e9e,37850388
05e60c2410ab11ec8871b07b25146e9e,18708053
8218eeea737611ecb369fa164011f743,117387382
44ebcaf010ab11ec8871b07b25146e9e,72151751
8ae9163910ab11ec8871b07b25146e9e,175463729
c32a12ce10c311ec8216b07b25146e9e,15008744
1427a51710a911ec8871b07b25146e9e,14434270
d251b56f10a711ec8871b07b25146e9e,64093318
d929637410a711ec8871b07b25146e9e,16746643
d56758a610aa11ec8871b07b25146e9e,149574909
0cae3d2310c911ec8216b07b25146e9e,78920237
5b27171310cb11ec8216b07b25146e9e,176775498
ac73e09610ab11ec8871b07b25146e9e,59543106
921a168f10a811ec8871b07b25146e9e,94818130
6d0945e810ac11ec8871b07b25146e9e,25275737
9fb3dfc56dc311ecb369fa164011f743,90696412
9bccfc8710c711ec8216b07b25146e9e,61293882
21e9a01710ac11ec8871b07b25146e9e,92584345
4563ffb110a911ec8871b07b25146e9e,38223102
704a5dc310a811ec8871b07b25146e9e,3558619
7d8fe94c10ab11ec8871b07b25146e9e,40812910
df5e4a5c10aa11ec8871b07b25146e9e,12257736
2c10945010a911ec8871b07b25146e9e,105628724
9ecd759f10a911ec8871b07b25146e9e,54274128
131438c610ac11ec8871b07b25146e9e,211999415
5ae9374310bd11ec8216b07b25146e9e,26763303
c303066710a811ec8871b07b25146e9e,84119319
2c81dd8510a811ec8871b07b25146e9e,40740045
1e659ad310ab11ec8871b07b25146e9e,229228
ba1dae91142211efbde5fa164011f743,16507856
c5f85d81588e11ecb369fa164011f743,107303959
a5b0c05510a811ec8871b07b25146e9e,87067001
9c0df3ae10ab11ec8871b07b25146e9e,102549381
919c1ee210a811ec8871b07b25146e9e,47322103
2448712410a811ec8871b07b25146e9e,30673306
82894fd910ab11ec8871b07b25146e9e,70101895
7ba52b8110a911ec8871b07b25146e9e,96303260
3763a5c410ab11ec8871b07b25146e9e,8562090
551d55c810ca11ec8216b07b25146e9e,146921617
fe5ec23910c911ec8216b07b25146e9e,83439820
b43fc4a810a811ec8871b07b25146e9e,67877918
0e30f5ed10ca11ec8216b07b25146e9e,16408258
8b33d28410ab11ec8871b07b25146e9e,141862264
48ad6f4910bd11ec8216b07b25146e9e,7087523
802a13a2255411edaf2bfa164011f743,16730621
69c2d95b10ac11ec8871b07b25146e9e,2172812
3745f76f662211ecb369fa164011f743,257356
8835a68010aa11ec8871b07b25146e9e,133818925
1ef7be4f10a811ec8871b07b25146e9e,22281058
3e38f717a6b911edb6a3fa164011f743,113953946
3948e20e10ac11ec8871b07b25146e9e,4351908
34970afd10a811ec8871b07b25146e9e,27930458
5ac6890c10a811ec8871b07b25146e9e,139181011
d0f0368810ab11ec8871b07b25146e9e,99661757
1b4301af10a811ec8871b07b25146e9e,5318060
a1583a6510a911ec8871b07b25146e9e,111464255
fa9a591810ab11ec8871b07b25146e9e,56563315
7bab7b8110a811ec8871b07b25146e9e,10399830
8ea09f5f10a811ec8871b07b25146e9e,108505137
18a8ed4910ac11ec8871b07b25146e9e,84514541
d9db40bb655b11ecb369fa164011f743,235765
a56c2b7710a911ec8871b07b25146e9e,13788480
b8adede610a811ec8871b07b25146e9e,16085653
fbaa29b710ab11ec8871b07b25146e9e,4638477
6e2aa29610a911ec8871b07b25146e9e,115332624
81cb671d10ab11ec8871b07b25146e9e,110957877
7914904410a911ec8871b07b25146e9e,6482911
10c8fd6210c211ec8216b07b25146e9e,60447023
b7d8a674acd911ed82a1fa164011f743,16668959
4fcc9bb610a911ec8871b07b25146e9e,15722184
38a9f40010ab11ec8871b07b25146e9e,77193245
7afcd98910ab11ec8871b07b25146e9e,180897889
67f111ac703b11ecb369fa164011f743,1104797
3cdf7e5810a911ec8871b07b25146e9e,89920254
e87446de10a911ec8871b07b25146e9e,296352
d41a5db074fb11ecb369fa164011f743,127836024
e9b5dd6210aa11ec8871b07b25146e9e,12101770
909bee9210a911ec8871b07b25146e9e,986893
5296056510c311ec8216b07b25146e9e,286080076
628f5b3a10ab11ec8871b07b25146e9e,160802338
31aebc6610a811ec8871b07b25146e9e,106300845
cfbd91d310aa11ec8871b07b25146e9e,84046834
