_id,0,1,2
3744b0c410a811ec8871b07b25146e9e,0.1,0.08163265306122448,0.13049603507509294
92df012010cb11ec8216b07b25146e9e,0.1,0.08163265306122448,0.15524456852356844
856fbac210ab11ec8871b07b25146e9e,0.2,0.08163265306122448,0.10017028055219292
0649a8f310c411ec8216b07b25146e9e,0.1,0.0,0.07803048218826349
6392e9b510cb11ec8216b07b25146e9e,0.1,0.02040816326530612,0.00896683643935105
aec7d80f6e9711ecb369fa164011f743,0.30000000000000004,0.0,0.005493074253759968
5e4ed3ea10ab11ec8871b07b25146e9e,0.2,0.0,0.11299979215761531
38c2c3b110a811ec8871b07b25146e9e,0.1,0.04081632653061225,0.08414558587772343
d354abaf10a911ec8871b07b25146e9e,0.2,0.02040816326530612,0.06385763088088545
dafe0ae410c111ec8216b07b25146e9e,0.1,0.0,0.08222469646904974
dff0ad7f10ab11ec8871b07b25146e9e,0.1,0.0,0.06328092826829168
f4ef2d2110ab11ec8871b07b25146e9e,0.1,0.061224489795918366,0.09611315093636964
aae81ac710aa11ec8871b07b25146e9e,0.1,0.02040816326530612,0.09322318584953763
be7d88ed10aa11ec8871b07b25146e9e,0.1,0.0,0.0007535651386018935
df72634b10c711ec8216b07b25146e9e,0.2,0.04081632653061225,0.042578072632554156
e307dbed10ab11ec8871b07b25146e9e,0.1,0.0,0.10737755383130267
6be64af410ab11ec8871b07b25146e9e,0.2,0.0,0.1393549757424745
dab008ed10c111ec8216b07b25146e9e,0.30000000000000004,0.0,0.2899484279361104
db7bf9c310ab11ec8871b07b25146e9e,0.1,0.0,0.10637354849219377
ec3a8fea10aa11ec8871b07b25146e9e,0.1,0.04081632653061225,0.18106709314332578
a68d9fdc10ab11ec8871b07b25146e9e,0.1,0.0,0.05974215962486717
ce827cdd10ab11ec8871b07b25146e9e,0.2,0.02040816326530612,0.061787340420139884
7ce92b9810a811ec8871b07b25146e9e,0.1,0.0,0.0005951847722134666
88ca3da310ac11ec8871b07b25146e9e,0.1,0.0,0.04996484125051804
720488cd10a911ec8871b07b25146e9e,0.1,0.02040816326530612,0.09681417466839133
8143349a10cb11ec8216b07b25146e9e,0.1,0.02040816326530612,0.01051511811769408
62e9c78610ab11ec8871b07b25146e9e,0.1,0.0,0.0794454424449829
1de890f310ab11ec8871b07b25146e9e,0.1,0.02040816326530612,0.08842462966824485
f37d7af2ea4311edab80fa164011f743,0.30000000000000004,0.061224489795918366,0.1489669160417129
18d628aa10a911ec8871b07b25146e9e,0.30000000000000004,0.061224489795918366,0.15684137825959188
a6b4cc2a10ab11ec8871b07b25146e9e,0.1,0.0,0.011559039488052833
8d73fb5310ac11ec8871b07b25146e9e,0.2,0.08163265306122448,0.12051364763108799
008db36310a811ec8871b07b25146e9e,0.2,0.061224489795918366,0.11820593878288393
5de66b4810c111ec8216b07b25146e9e,0.2,0.061224489795918366,0.145635688956713
1e78015e10ac11ec8871b07b25146e9e,0.2,0.04081632653061225,0.07710981097249694
d6769b2210a711ec8871b07b25146e9e,0.1,0.0,0.10502400104196892
4ab4a91a10ac11ec8871b07b25146e9e,0.2,0.0,0.006782221502638533
4044d4f310a911ec8871b07b25146e9e,0.30000000000000004,0.0,0.3007272645858836
5ab56fb910ab11ec8871b07b25146e9e,0.1,0.0,0.1023786835009855
0d26fc2610aa11ec8871b07b25146e9e,0.2,0.0,0.10650757184177723
1785847410a911ec8871b07b25146e9e,0.4,0.04081632653061225,0.11712070218932887
9dd454446d2011ecb369fa164011f743,0.30000000000000004,0.04081632653061225,0.14246654076881338
0dc2883c10a911ec8871b07b25146e9e,0.30000000000000004,0.0,0.09938723152429546
a31e697510a911ec8871b07b25146e9e,0.2,0.0,0.04596561602740655
