_id,openIdCount,ipCount,totalDuration
12320d4810a811ec8871b07b25146e9e,1,1,1.3874505555555556
cd30c9ff10c411ec8216b07b25146e9e,1,1,0.6870469444444445
9278d2e110c311ec8216b07b25146e9e,1,1,5.227216666666666
c6abc41e10a811ec8871b07b25146e9e,1,1,0.6762397222222223
cc1f96a310a911ec8871b07b25146e9e,1,1,5.7017669444444445
9504385d10a911ec8871b07b25146e9e,1,1,5.004276944444444
5f02cc6e10c611ec8216b07b25146e9e,1,1,0.5525594444444444
7f2d099d10a911ec8871b07b25146e9e,1,1,5.821659444444444
07f1b41f10c211ec8216b07b25146e9e,1,1,3.6007280555555554
e7cea4b510a711ec8871b07b25146e9e,1,1,1.3330422222222222
4c4f827a10a911ec8871b07b25146e9e,1,1,1.4275491666666664
f42de9e410aa11ec8871b07b25146e9e,1,1,0.36359888888888886
7f657e9c10ab11ec8871b07b25146e9e,1,1,4.388926666666666
fca7fcee10c211ec8216b07b25146e9e,1,1,1.7054113888888887
ccfce44510ab11ec8871b07b25146e9e,1,1,1.3737975
b7c3fea410a811ec8871b07b25146e9e,1,1,8.82919638888889
8df9905210a811ec8871b07b25146e9e,1,1,3.4177886111111113
ce41887a10a811ec8871b07b25146e9e,1,1,1.7926833333333332
18ac691c10a911ec8871b07b25146e9e,1,1,5.884696944444444
c52883ef10ab11ec8871b07b25146e9e,1,1,1.540326111111111
3c1cf58c10ab11ec8871b07b25146e9e,1,1,2.180015
63fd5b4f6a2411ecb369fa164011f743,1,1,1.9893399999999999
a09b87e810ac11ec8871b07b25146e9e,1,1,2.436355277777778
8217e5a710ac11ec8871b07b25146e9e,1,1,2.890930555555556
ed0dffd210ab11ec8871b07b25146e9e,1,1,10.555607222222223
f9b6f7d010a711ec8871b07b25146e9e,1,1,4.8841705555555555
01448f6f10a911ec8871b07b25146e9e,1,1,2.6445266666666667
3a0dcbaf10cb11ec8216b07b25146e9e,1,1,4.262146111111111
2153579510ab11ec8871b07b25146e9e,1,1,4.573579722222222
a1570ae010a811ec8871b07b25146e9e,1,1,0.4866052777777778
6f518eb610cb11ec8216b07b25146e9e,1,1,2.1618588888888888
6927921810ac11ec8871b07b25146e9e,1,1,5.035934166666666
